Serial_number,document_id,URL,Credibility_rating,ad_count,ad_max_size,css_definitions,page_rank,bitly_clicks,bitly_referrers,tweets,delicious_bookmarks,fb_clicks,fb_comments,fb_likes,fb_shares,fb_total,alexa_linksin,alexa_rank,commas,dots,exclamations,questions,spelling_errors,text_complexity,smog,category,JJ,NN,DT,VB,RB,num_ne,sum_ne,document_url_y,X1,X2,X3,X4,X5,X9,Total,Leik,Eijk,Tastle,Leik 3 4 6,correction,resp_HNC,Controversial,troia_label
1589,6487876,http://www.lostdutchmansearch.com/brochure.htm,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,-1.0,155.0,8.0,0.0,0.0,22.0,4.366851905,58.51623009,business,44.0,454.0,1.0,47.0,3.0,8.0,93.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,4.0
1590,2201668,http://www.dailymail.co.uk/health/article-2254900/Electronic-cigarettes-DONT-help-fight-addiction-cause-harm-health.html,4.333333333333333,4.0,75000.0,4111.0,3.0,56.0,17.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,142100.0,122.0,14.0,14.0,0.0,0.0,15.0,3.377737238,14.55459255,health,27.0,115.0,33.0,61.0,18.0,5.0,15.0,uk,0.0,0.0,1.0,2.0,3.0,0.0,6.0,0.666666667,0.666666667,0.72914542,0.533333333,0.0,3,U,5.0
1591,6487892,http://caamp.org/info.php?pid=131,4.5,0.0,0.0,427.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,1255050.0,12.0,11.0,0.0,0.0,12.0,2.913219933,13.0238668,business,20.0,89.0,21.0,24.0,4.0,4.0,11.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
1592,6487898,http://www.selectcu.com.au/rba-keeps-interest-rates-on-hold.html,4.5,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3900621.0,47.0,39.0,0.0,0.0,16.0,4.445940407,14.55459255,business,104.0,268.0,86.0,152.0,33.0,6.0,19.0,au,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
1593,2910802,http://www.huffingtonpost.com/jeannie-e-javelosa/healthy-lifestyle_b_2374421.html,3.5,4.0,159500.0,6788.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,8.0,17.0,210844.0,78.0,132.0,150.0,11.0,11.0,241.0,6.238619686,14.55459255,culture_politics,183.0,1962.0,200.0,295.0,92.0,14.0,98.0,com,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.25,-0.416666667,0.321928095,0.2,-1.0,C,U,2.0
1594,855612,http://rssfeeds.usatoday.com/~r/TP-OnPolitics/~3/GyuCfJ5STtI/,5.0,1.0,75000.0,2989.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,38.0,17.0,66.0,0.0,332936.0,10.0,12.0,0.0,0.0,7.0,2.489651516,13.0238668,culture_politics,6.0,58.0,13.0,19.0,,5.0,19.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1595,855122,http://www.tmz.com/2012/12/18/kris-jenner-bruce-jenner-kardashian-divorce-video/,4.0,8.0,79625.0,823.0,4.0,5218.0,24.0,267.0,0.0,0.0,3.0,3.0,27.0,33.0,33817.0,435.0,1.0,21.0,0.0,0.0,14.0,2.299202803,22.07613592,arts_entertainment,8.0,39.0,12.0,12.0,4.0,2.0,3.0,com,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,4.0
1596,2403,http://www.consumerlab.com/news/CoQ10_Ubiquinol_News/1_13_2009/,4.0,0.0,0.0,1310.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1481.0,82439.0,71.0,60.0,0.0,0.0,161.0,4.454298861,,health,,,,,,12.0,44.0,com,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,4.0
1597,2225216,http://rss.feedsportal.com/c/34697/f/644120/s/27a18b85/l/0L0Ssmh0N0Bau0Cbusiness0Crio0Eaxes0Ealbanese0E20A130A1170E2cw4s0Bhtml/story01.htm,5.0,18.0,77100.0,3362.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4315.0,2526.0,18.0,27.0,0.0,0.0,47.0,3.881357448,13.0238668,business,42.0,226.0,56.0,77.0,20.0,5.0,41.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1598,2224736,http://entertainment.ca.msn.com/celebs/jennifer-lopez-thrilled-with-ben-afflecks-argo-success-1,5.0,2.0,180000.0,2087.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,815.0,6.0,9.0,0.0,0.0,15.0,2.777419269,8.841846275,arts_entertainment,11.0,67.0,10.0,33.0,8.0,3.0,8.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,4.0
1599,2910854,"http://feeds.health.com/~r/health/mind-and-body/~3/9AzYc4rLeHs/0,,20315634,00.html",4.5,5.0,96000.0,1221.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,16.0,21.0,0.0,2.0,23.0,4.112725075,17.1224134,health,23.0,395.0,21.0,32.0,7.0,8.0,23.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
1600,2225263,http://rssfeeds.usatoday.com/~r/TP-OnPolitics/~3/ioIge1ObKWw/,4.285714285714286,2.0,75000.0,2989.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,45.0,11.0,87.0,0.0,332936.0,6.0,9.0,0.0,1.0,17.0,2.807869094,11.20814326,arts_entertainment,12.0,82.0,19.0,32.0,3.0,6.0,19.0,com,0.0,0.0,2.0,1.0,4.0,0.0,7.0,0.642857143,0.547619048,0.662722588,0.542857143,0.0,3,U,5.0
1601,854890,http://rss.feedsportal.com/c/32545/f/492401/p/1/s/227275f3/l/0L0Sdigitalspy0O0Cshowbiz0Cnews0Ca4498960Cpeoples0Echoice0Eawards0E20A130Estars0Eon0Ethe0Ered0Ecarpet0Epictures0Bhtml0Drss/story01.htm,3.5,6.0,75000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4315.0,2587.0,53.0,44.0,5.0,4.0,154.0,4.648085583,19.28718652,arts_entertainment,48.0,753.0,18.0,63.0,11.0,8.0,97.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,1.0
1602,2547143,"http://brown.edu/Student_Services/Health_Services/Health_Education/alcohol,_tobacco,_%26_other_drugs/marijuana.php",5.0,0.0,0.0,6.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18600.0,16340.0,68.0,74.0,0.0,16.0,26.0,5.299766422,13.0238668,health,119.0,668.0,85.0,246.0,49.0,8.0,47.0,edu,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1603,2201616,http://forum.cyclingnews.com/showthread.php?t=19176,3.5,7.0,75000.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,10677.0,17.0,30.0,0.0,0.0,49.0,4.177286964,15.90318901,sports,38.0,361.0,25.0,64.0,22.0,5.0,19.0,com,0.0,2.0,1.0,1.0,2.0,1.0,7.0,0.416666667,0.027777778,0.483737037,0.4,-1.0,C,U,2.0
1604,2547267,http://www.harrisburgymcaraces.com/halfmarathon.htm,4.666666666666667,0.0,0.0,69.0,3.0,8.0,4.0,8.0,0.0,0.0,214.0,90.0,168.0,472.0,23.0,13431344.0,7.0,10.0,0.0,0.0,4.0,2.572034623,13.0238668,sports,14.0,59.0,20.0,19.0,5.0,6.0,7.0,com,0.0,0.0,1.0,0.0,5.0,0.0,6.0,0.833333333,0.722222222,0.765789668,0.8,0.0,3,U,5.0
1605,2547358,http://hypnosishealthinfo.com/aspartame-induced-fibromyalgia/,2.6666666666666665,0.0,0.0,377.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,5.0,6.0,14.0,69.0,1319878.0,8.0,17.0,2.0,1.0,14.0,3.456640406,13.0238668,health,28.0,149.0,18.0,46.0,12.0,5.0,12.0,com,1.0,1.0,3.0,1.0,0.0,0.0,6.0,0.666666667,0.5,0.666300478,0.733333333,0.0,2,C,3.0
1606,2207905,http://www.familiesusa.org/resources/publications/reports/comparing-medicare-hmos.html,5.0,0.0,0.0,103.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.0,253678.0,512.0,521.0,0.0,1.0,766.0,11.66824086,17.1224134,computer_internet,712.0,4385.0,966.0,1035.0,252.0,10.0,513.0,org,0.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1607,2224872,http://feeds.sciencedaily.com/~r/sciencedaily/earth_climate/ecology/~3/OKDL1eARNf4/130114111531.htm,4.5,7.0,180000.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,38.0,0.0,5860269.0,14.0,11.0,0.0,0.0,14.0,3.480802411,15.90318901,science_technology,25.0,117.0,38.0,47.0,19.0,6.0,19.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,2.0
1608,855680,http://www.thenigerianvoice.com/nvnews/105189/1/2-parallel-pdp-chairmen-emerge-in-adamawa.html,3.6666666666666665,19.0,180000.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,264.0,84697.0,15.0,17.0,0.0,2.0,53.0,4.88185462,19.28718652,science_technology,18.0,235.0,90.0,92.0,15.0,4.0,68.0,com,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.833333333,0.833333333,0.82863461,0.866666667,0.0,2,U,3.0
1609,6429812,http://www.artofliving.org/yoga-and-pranayama,4.666666666666667,0.0,0.0,1422.0,4.0,3.0,2.0,6.0,0.0,0.0,3.0,63.0,41.0,107.0,1779.0,36434.0,20.0,22.0,0.0,1.0,34.0,3.291938174,11.20814326,health,23.0,150.0,36.0,40.0,11.0,3.0,4.0,org,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.833333333,0.833333333,0.82863461,0.733333333,0.0,3,U,4.0
1610,6488102,http://www.gate2growth.com/v2/about.html,4.5,0.0,0.0,40.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,4830442.0,6.0,8.0,0.0,0.0,12.0,2.568061643,18.24360595,business,6.0,63.0,10.0,17.0,5.0,4.0,7.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
1611,6488108,http://www.hotpayday.com/privacy_policy.html,1.5,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,-1.0,2.0,4.0,1.0,0.0,6.0,2.208153907,14.55459255,science_technology,12.0,37.0,7.0,10.0,2.0,2.0,3.0,com,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,1,U,1.0
1612,6488117,http://www.cascadefunding.com/business.htm,4.5,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14352445.0,54.0,65.0,0.0,0.0,13.0,5.372039934,11.20814326,business,96.0,391.0,150.0,175.0,60.0,2.0,4.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
1613,855832,http://nrelscience.org/2012/08/05/good-times-had-by-all-at-seventh-annual-phace-harvest/,5.0,0.0,0.0,989.0,2.0,1.0,1.0,1.0,0.0,0.0,5.0,4.0,3.0,12.0,6.0,-1.0,43.0,23.0,5.0,3.0,35.0,3.946119833,14.55459255,science_technology,72.0,238.0,65.0,116.0,36.0,3.0,16.0,org,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1614,6448470,http://www.pmsandpmdd.eclipse.co.uk/pms/treaments.html,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113473.0,34.0,64.0,12.0,0.0,76.0,4.815435337,11.20814326,health,97.0,408.0,52.0,175.0,41.0,5.0,24.0,uk,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.833333333,0.833333333,0.82863461,0.866666667,0.0,2,U,3.0
1615,6429596,http://www.deakin.edu.au/scitech/les/research/rpa/ecophysiology/cie/,3.0,0.0,0.0,489.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4243.0,48777.0,12.0,11.0,0.0,1.0,3.0,3.184959404,18.24360595,science_technology,38.0,104.0,27.0,36.0,18.0,1.0,1.0,au,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2,U,2.0
1616,6429616,http://www.effectiveness-plus.com/about_us.htm,3.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,18015092.0,74.0,42.0,1.0,6.0,42.0,4.373829865,17.1224134,business,61.0,519.0,49.0,86.0,15.0,11.0,62.0,com,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,2.0
1617,6429706,http://nurseadvocates.blogspot.com/2011/01/push-to-repeal.html,3.25,1.0,27000.0,826.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10998202.0,17.0,21.0,0.0,1.0,12.0,3.949101625,17.1224134,health,47.0,189.0,39.0,86.0,22.0,2.0,5.0,com,1.0,0.0,1.0,1.0,1.0,0.0,4.0,0.375,-0.041666667,0.396152559,0.4,-1.0,C,U,3.0
1618,6429709,http://lifegard.tripod.com/research.html,4.0,10.0,76200.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,12156666.0,88.0,97.0,0.0,5.0,85.0,5.492266353,14.55459255,health,144.0,688.0,174.0,240.0,65.0,8.0,54.0,com,0.0,0.0,1.0,2.0,1.0,0.0,4.0,0.75,0.625,0.79248125,0.7,0.0,2,U,4.0
1619,6429711,http://lifegard.tripod.com/,3.333333333333333,10.0,76200.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,41.0,12156666.0,31.0,113.0,1.0,0.0,81.0,4.791650413,11.20814326,health,71.0,421.0,140.0,241.0,35.0,3.0,11.0,com,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.666666667,0.444444444,0.629656229,0.733333333,0.0,2,U,3.0
1620,6429712,http://lifegard.tripod.com/elder.html,3.333333333333333,10.0,76200.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,9.0,41.0,12156666.0,67.0,111.0,0.0,10.0,90.0,5.090973444,13.0238668,health,153.0,618.0,125.0,204.0,52.0,6.0,38.0,com,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.666666667,0.444444444,0.629656229,0.733333333,0.0,2,U,3.0
1621,6429720,http://www.centerforautism.com/services.aspx,4.666666666666667,0.0,0.0,1387.0,4.0,0.0,0.0,0.0,0.0,4.0,160.0,326.0,394.0,880.0,356.0,1055624.0,670.0,476.0,2.0,3.0,447.0,9.4150751,17.1224134,science_technology,848.0,4584.0,713.0,1179.0,226.0,8.0,323.0,com,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.833333333,0.833333333,0.82863461,0.733333333,0.0,3,U,1.0
1622,6429727,http://www.faemse.org/bookstore.html,4.333333333333333,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,-1.0,6.0,4.0,0.0,0.0,3.0,2.354735152,20.26733882,health,16.0,38.0,5.0,10.0,,2.0,2.0,org,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.833333333,0.833333333,0.82863461,0.733333333,0.0,2,U,5.0
1623,6429729,http://www.faemse.org/awards.html,4.5,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,-1.0,2.0,5.0,0.0,0.0,10.0,2.703075751,19.28718652,health,5.0,95.0,12.0,11.0,1.0,4.0,10.0,org,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,1.0
1624,6429814,http://www.artofliving.org/us-en/yoga/yoga-and-lifestyle/yoga-wear-secrets,4.0,1.0,35000.0,1422.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1779.0,36426.0,12.0,14.0,0.0,2.0,9.0,3.063705664,8.841846275,arts_entertainment,24.0,109.0,30.0,39.0,9.0,,,org,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2,U,4.0
1625,6429815,http://www.empho.org.uk/THEMES/renal/renal1.aspx,3.0,0.0,0.0,884.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9754471.0,13.0,35.0,0.0,0.0,31.0,4.093794764,13.0238668,health,59.0,245.0,59.0,87.0,17.0,4.0,31.0,uk,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.5,0.055555556,0.389975,0.6,0.0,2,U,4.0
1626,6429818,http://www.empho.org.uk/Themes/food/food8.aspx,4.714285714285714,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9754471.0,29.0,31.0,0.0,0.0,20.0,4.334154211,17.1224134,health,81.0,315.0,92.0,122.0,13.0,5.0,18.0,uk,0.0,0.0,0.0,2.0,5.0,1.0,8.0,0.857142857,0.857142857,0.842548293,0.771428571,0.0,3,U,5.0
1627,6429819,http://www.empho.org.uk/THEMES/renal/renal2.aspx,4.5,0.0,0.0,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9754471.0,11.0,21.0,0.0,0.0,29.0,3.997056703,14.55459255,health,43.0,219.0,45.0,66.0,10.0,4.0,35.0,uk,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
1628,6429820,http://www.empho.org.uk/Themes/activity/evidence.aspx,4.833333333333333,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,9754471.0,10.0,13.0,0.0,0.0,7.0,3.209757713,18.24360595,health,37.0,119.0,29.0,45.0,4.0,2.0,5.0,uk,0.0,0.0,0.0,1.0,5.0,1.0,7.0,0.916666667,0.916666667,0.892660382,0.866666667,0.0,3,U,5.0
1629,6429892,http://www.aapcc.org/about/lewin-group-report/,5.0,0.0,0.0,434.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681.0,1040006.0,4.0,4.0,3.0,0.0,7.0,2.638954253,11.20814326,business,6.0,59.0,14.0,22.0,2.0,4.0,7.0,org,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1630,6429893,http://www.austinabc.com/~austinab/staff/samantha-evans/,4.666666666666667,0.0,0.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547543.0,4.0,9.0,0.0,0.0,6.0,2.70343573,11.20814326,health,12.0,63.0,16.0,27.0,4.0,3.0,5.0,com,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.833333333,0.833333333,0.82863461,0.733333333,0.0,3,U,2.0
1631,6429894,http://www.austinabc.com/~austinab/about/the-austin-abc-difference/,5.0,0.0,0.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547543.0,27.0,32.0,0.0,0.0,28.0,4.776010645,15.90318901,health,90.0,398.0,76.0,120.0,21.0,6.0,32.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1632,6429895,http://www.austinabc.com/services/following-the-birth/,5.0,0.0,0.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,3768885.0,6.0,14.0,0.0,0.0,2.0,2.891203545,8.841846275,health,12.0,76.0,16.0,28.0,4.0,,,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,1.0
1633,6429896,http://www.austinabc.com/~austinab/about/our-story/,5.0,0.0,0.0,135.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547543.0,61.0,59.0,5.0,2.0,74.0,5.169733828,13.0238668,health,96.0,643.0,103.0,209.0,50.0,10.0,77.0,com,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1634,6429902,http://www.johnstownpa.com/links.html,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,3201697.0,5.0,15.0,0.0,0.0,18.0,2.497415087,13.0238668,computer_internet,12.0,49.0,16.0,15.0,9.0,2.0,4.0,com,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.5,0.166666667,0.584962501,0.4,-1.0,C,U,2.0
1635,6429906,http://www.atsdr.cdc.gov/substances/toxsubstance.asp?toxid=44,4.5,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,2406.0,17.0,11.0,0.0,0.0,1.0,2.895621399,11.20814326,science_technology,17.0,84.0,12.0,29.0,3.0,1.0,9.0,gov,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,3.0
1636,6429907,http://www.atsdr.cdc.gov/substances/toxsubstance.asp?toxid=172,4.75,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,2406.0,9.0,7.0,0.0,0.0,7.0,2.514997505,13.0238668,business,8.0,26.0,8.0,23.0,10.0,,,gov,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.875,0.875,0.855277876,0.8,0.0,3,U,5.0
1637,6429908,http://www.atsdr.cdc.gov/substances/toxsubstance.asp?toxid=55,5.0,0.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,2406.0,5.0,6.0,0.0,0.0,0.0,2.464140733,15.90318901,science_technology,13.0,45.0,7.0,14.0,3.0,1.0,1.0,gov,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1638,6429909,http://www.atsdr.cdc.gov/substances/toxsubstance.asp?toxid=2,5.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1899.0,2406.0,8.0,10.0,0.0,0.0,4.0,2.611415314,14.55459255,science_technology,12.0,58.0,9.0,24.0,5.0,1.0,8.0,gov,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1639,6429911,http://www.tm.org/transcendental-meditation-san-diego,3.5,0.0,0.0,260.0,3.0,22.0,3.0,3.0,0.0,0.0,8.0,10.0,15.0,33.0,2965.0,118560.0,12.0,13.0,0.0,0.0,5.0,3.214587512,15.90318901,health,24.0,127.0,24.0,35.0,7.0,4.0,15.0,org,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.75,0.75,0.807354922,0.8,0.0,2,U,3.0
1640,2547240,http://www.care2.com/greenliving/choose-paleo-diet-and-your-carbon-footprint-goes-up.html,3.875,16.0,75000.0,1328.0,3.0,4.0,3.0,33.0,0.0,0.0,21.0,6.0,19.0,46.0,32701.0,2542.0,46.0,28.0,1.0,2.0,27.0,3.740445836,11.20814326,business,54.0,222.0,50.0,70.0,27.0,6.0,10.0,com,0.0,1.0,1.0,4.0,2.0,0.0,8.0,0.6875,0.5625,0.699403523,0.65,0.0,2,U,1.0
1641,2547359,"http://www.nahanniriverherbs.com/94,159",3.857142857142857,11.0,94080.0,201.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,3177090.0,49.0,38.0,3.0,5.0,16.0,4.330814992,13.0238668,health,81.0,354.0,95.0,140.0,19.0,5.0,17.0,com,1.0,0.0,0.0,4.0,2.0,0.0,7.0,0.642857143,0.380952381,0.573131678,0.6,0.0,2,U,3.0
1642,855690,http://www.thenigerianvoice.com/nvnews/105114/1/northern-reawakening-forum-not-a-political-springb.html,4.5,20.0,180000.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,82041.0,176.0,140.0,0.0,32.0,133.0,9.542406388,14.55459255,culture_politics,230.0,1254.0,461.0,691.0,197.0,5.0,194.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,3.0
1643,854476,http://www.bbc.co.uk/news/entertainment-arts-20950883#sa-ns_mchannel=rss&ns_source=PublicRSS20-sa,5.0,2.0,75000.0,4020.0,9.0,5.0,3.0,869.0,0.0,0.0,102.0,73.0,176.0,351.0,403320.0,52.0,58.0,41.0,0.0,0.0,83.0,4.637399579,14.55459255,arts_entertainment,81.0,405.0,95.0,162.0,19.0,9.0,69.0,uk,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3,U,5.0
1644,855709,http://rssfeeds.usatoday.com/~r/UsatodaycomMoney-TopStories/~3/-GJ2omZjxAc/,4.5,1.0,75000.0,3065.0,3.0,3.0,3.0,0.0,0.0,0.0,7.0,12.0,36.0,55.0,0.0,333327.0,13.0,51.0,0.0,0.0,6.0,3.576417593,8.841846275,business,54.0,154.0,44.0,70.0,18.0,3.0,8.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,5.0
1645,2910850,"http://feeds.health.com/~r/health/mind-and-body/~3/1AG3T5VmkOk/0,,20549184,00.html",4.5,5.0,96000.0,1114.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,6.0,4.0,0.0,1.0,4.0,2.255800629,11.20814326,health,15.0,29.0,12.0,10.0,3.0,1.0,1.0,com,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.75,0.75,0.807354922,0.6,0.0,3,U,4.0
1646,2201438,http://dsc.discovery.com/adventure/the-top-7-health-benefits-of-cycling.html,4.857142857142857,0.0,0.0,239.0,5.0,149.0,25.0,132.0,6.0,0.0,35.0,204.0,120.0,359.0,4.0,1324.0,19.0,26.0,0.0,1.0,5.0,3.677734196,11.20814326,sports,35.0,127.0,35.0,79.0,17.0,1.0,2.0,com,0.0,0.0,0.0,1.0,6.0,0.0,7.0,0.928571429,0.928571429,0.905324597,0.885714286,0.0,3,U,5.0
